Issue #,Issue Opened Time (s),Issue Closed Time (s),Issue Total Alive Time (s),Label Name,Label Action,Event Time (s),Update Time (s),User Name,Num of Comments,Milestone Name,Milestone Created Time (s),Milestone Closed Time (s),Milestone Due Date (s),Milestone Total Issues
6,1423668757.0,1424448499.0,779742.0,feature request,unlabeled,1423844444.0,1424448499.0,B,13,None,None,None,None,0
6,1423668757.0,1424448499.0,779742.0,help wanted,labeled,1423950009.0,1424448499.0,B,13,None,None,None,None,0
6,1423668757.0,1424448499.0,779742.0,help wanted,unlabeled,1424033160.0,1424448499.0,B,13,None,None,None,None,0
6,1423668757.0,1424448499.0,779742.0,feature QA,labeled,1424033162.0,1424448499.0,B,13,None,None,None,None,0
6,1423668757.0,1424448499.0,779742.0,feature dev,unlabeled,1424033162.0,1424448499.0,B,13,None,None,None,None,0
6,1423668757.0,1424448499.0,779742.0,feature dev,labeled,1424231823.0,1424448499.0,B,13,None,None,None,None,0
6,1423668757.0,1424448499.0,779742.0,feature dev,unlabeled,1424323024.0,1424448499.0,B,13,None,None,None,None,0
6,1423668757.0,1424448499.0,779742.0,feature complete,labeled,1424448497.0,1424448499.0,B,13,None,None,None,None,0
6,1423668757.0,1424448499.0,779742.0,feature QA,unlabeled,1424448497.0,1424448499.0,B,13,None,None,None,None,0
7,1423668790.0,1425001142.0,1332352.0,feature request,labeled,1423668790.0,1425001142.0,B,14,v0.1,1424538641.0,1425168047.0,1425013200.0,3
7,1423668790.0,1425001142.0,1332352.0,feature dev,labeled,1424366709.0,1425001142.0,A,14,v0.1,1424538641.0,1425168047.0,1425013200.0,3
7,1423668790.0,1425001142.0,1332352.0,feature request,unlabeled,1424366709.0,1425001142.0,A,14,v0.1,1424538641.0,1425168047.0,1425013200.0,3
7,1423668790.0,1425001142.0,1332352.0,help wanted,labeled,1424820982.0,1425001142.0,A,14,v0.1,1424538641.0,1425168047.0,1425013200.0,3
7,1423668790.0,1425001142.0,1332352.0,help wanted,unlabeled,1424836839.0,1425001142.0,A,14,v0.1,1424538641.0,1425168047.0,1425013200.0,3
7,1423668790.0,1425001142.0,1332352.0,feature QA,labeled,1424838935.0,1425001142.0,A,14,v0.1,1424538641.0,1425168047.0,1425013200.0,3
7,1423668790.0,1425001142.0,1332352.0,feature dev,unlabeled,1424838935.0,1425001142.0,A,14,v0.1,1424538641.0,1425168047.0,1425013200.0,3
8,1423668830.0,1424323627.0,654797.0,feature request,labeled,1423668839.0,1424369403.0,B,3,None,None,None,None,0
8,1423668830.0,1424323627.0,654797.0,feature request,unlabeled,1424033290.0,1424369403.0,B,3,None,None,None,None,0
8,1423668830.0,1424323627.0,654797.0,feature QA,labeled,1424033291.0,1424369403.0,B,3,None,None,None,None,0
8,1423668830.0,1424323627.0,654797.0,feature complete,labeled,1424323617.0,1424369403.0,B,3,None,None,None,None,0
8,1423668830.0,1424323627.0,654797.0,feature QA,unlabeled,1424323617.0,1424369403.0,B,3,None,None,None,None,0
9,1423668887.0,1424448559.0,779672.0,feature QA,labeled,1423668887.0,1424448559.0,B,5,None,None,None,None,0
9,1423668887.0,1424448559.0,779672.0,feature dev,labeled,1424270433.0,1424448559.0,B,5,None,None,None,None,0
9,1423668887.0,1424448559.0,779672.0,feature dev,unlabeled,1424323006.0,1424448559.0,B,5,None,None,None,None,0
9,1423668887.0,1424448559.0,779672.0,feature complete,labeled,1424448558.0,1424448559.0,B,5,None,None,None,None,0
9,1423668887.0,1424448559.0,779672.0,feature QA,unlabeled,1424448558.0,1424448559.0,B,5,None,None,None,None,0
10,1423668942.0,1424366673.0,697731.0,feature request,labeled,1423668942.0,1424366673.0,B,12,None,None,None,None,0
10,1423668942.0,1424366673.0,697731.0,feature dev,labeled,1423782184.0,1424366673.0,B,12,None,None,None,None,0
10,1423668942.0,1424366673.0,697731.0,feature request,unlabeled,1424009662.0,1424366673.0,A,12,None,None,None,None,0
10,1423668942.0,1424366673.0,697731.0,backtrack.JS,labeled,1424030977.0,1424366673.0,A,12,None,None,None,None,0
10,1423668942.0,1424366673.0,697731.0,trailModel.JS,labeled,1424038219.0,1424366673.0,A,12,None,None,None,None,0
10,1423668942.0,1424366673.0,697731.0,feature QA,labeled,1424111042.0,1424366673.0,A,12,None,None,None,None,0
10,1423668942.0,1424366673.0,697731.0,feature dev,unlabeled,1424111045.0,1424366673.0,A,12,None,None,None,None,0
11,1423668992.0,1424033085.0,364093.0,feature request,labeled,1423668992.0,1424033085.0,B,2,None,None,None,None,0
11,1423668992.0,1424033085.0,364093.0,feature request,unlabeled,1423968958.0,1424033085.0,B,2,None,None,None,None,0
11,1423668992.0,1424033085.0,364093.0,feature dev,labeled,1423968959.0,1424033085.0,B,2,None,None,None,None,0
11,1423668992.0,1424033085.0,364093.0,feature dev,unlabeled,1424032998.0,1424033085.0,B,2,None,None,None,None,0
11,1423668992.0,1424033085.0,364093.0,feature complete,labeled,1424032999.0,1424033085.0,B,2,None,None,None,None,0
12,1423851757.0,1423935321.0,83564.0,feature dev,labeled,1423851757.0,1423935321.0,B,0,None,None,None,None,0
12,1423851757.0,1423935321.0,83564.0,feature dev,unlabeled,1423935313.0,1423935321.0,B,0,None,None,None,None,0
12,1423851757.0,1423935321.0,83564.0,feature complete,labeled,1423935313.0,1423935321.0,B,0,None,None,None,None,0
13,1424026355.0,1424639633.0,613278.0,feature request,labeled,1424026355.0,1426192393.0,B,2,None,None,None,None,0
13,1424026355.0,1424639633.0,613278.0,feature dev,labeled,1424029615.0,1426192393.0,A,2,None,None,None,None,0
13,1424026355.0,1424639633.0,613278.0,feature request,unlabeled,1424029619.0,1426192393.0,A,2,None,None,None,None,0
13,1424026355.0,1424639633.0,613278.0,feature QA,labeled,1424228098.0,1426192393.0,A,2,None,None,None,None,0
13,1424026355.0,1424639633.0,613278.0,feature dev,unlabeled,1424228106.0,1426192393.0,A,2,None,None,None,None,0
13,1424026355.0,1424639633.0,613278.0,4. feature complete,labeled,1426192393.0,1426192393.0,A,2,None,None,None,None,0
13,1424026355.0,1424639633.0,613278.0,3. feature QA,unlabeled,1426192393.0,1426192393.0,A,2,None,None,None,None,0
14,1424038291.0,1424040992.0,2701.0,feature request,labeled,1424038291.0,1424040992.0,C,1,None,None,None,None,0
15,1424038415.0,1424095567.0,57152.0,feature QA,labeled,1424038415.0,1424189075.0,C,6,None,None,None,None,0
15,1424038415.0,1424095567.0,57152.0,question,labeled,1424038605.0,1424189075.0,C,6,None,None,None,None,0
